wlbWellboreName,wlbWell,wlbPurpose,wlbEntryDate,wlbField,wlbDiscovery,wlbMainArea,wlbReclassFromWellbore,wlbReentry,wlbNpdidWellbore,dscNpdidDiscovery,fldNpdidField
35/11-18,35/11-18,WILDCAT,19.08.2015,,35/11-18 (Syrah),NORTH SEA,,NO,7771,27122993.0,
35/11-19 S,35/11-19,WILDCAT,16.05.2016,,,NORTH SEA,,NO,7960,,
35/11-20 B,35/11-20,WILDCAT,07.08.2016,,,NORTH SEA,,NO,8036,,
35/11-20 S,35/11-20,WILDCAT,19.05.2016,,,NORTH SEA,,NO,7978,,
35/12-1,35/12-1,WILDCAT,27.02.1992,,,NORTH SEA,,NO,1881,,
35/12-2,35/12-2,WILDCAT,30.05.2009,,35/12-2 (Grosbeak),NORTH SEA,,NO,6095,5818175.0,
35/12-3 S,35/12-3,WILDCAT,24.12.2010,,,NORTH SEA,,NO,6516,,
35/12-5 S,35/12-5,WILDCAT,10.05.2015,,,NORTH SEA,,NO,7683,,
36/1-1,36/1-1,WILDCAT,09.05.1975,,,NORTH SEA,,NO,435,,
36/1-2,36/1-2,WILDCAT,26.08.1975,,,NORTH SEA,,NO,436,,
36/4-1,36/4-1,WILDCAT,03.09.1996,,,NORTH SEA,,NO,2847,,
36/7-1,36/7-1,WILDCAT,31.03.1996,GJØA,36/7-1,NORTH SEA,,NO,1794,44792.0,4467574.0
36/7-2,36/7-2,WILDCAT,02.09.1997,,36/7-2,NORTH SEA,,NO,2990,44798.0,
36/7-3,36/7-3,WILDCAT,12.12.2001,,,NORTH SEA,,NO,4427,,
36/7-4,36/7-4,WILDCAT,18.07.2016,,36/7-4,NORTH SEA,,NO,7988,28543124.0,
6201/11-1,6201/11-1,WILDCAT,13.08.1987,,6201/11-1,NORWEGIAN SEA,,NO,1134,44810.0,
6201/11-2,6201/11-2,WILDCAT,11.01.1991,,,NORWEGIAN SEA,,NO,1549,,
6201/11-3,6201/11-3,WILDCAT,08.05.2012,,6201/11-3 (Albert),NORWEGIAN SEA,,NO,6821,22492626.0,
6201/11-3 R,6201/11-3,WILDCAT,15.08.2012,,6201/11-3 (Albert),NORWEGIAN SEA,,YES,7110,22492626.0,
6204/10-1,6204/10-1,WILDCAT,28.10.1995,,,NORWEGIAN SEA,,NO,2666,,
6204/10-2,6204/10-2,WILDCAT,19.01.1997,,,NORWEGIAN SEA,,NO,2952,,
6204/10-2 R,6204/10-2,WILDCAT,04.11.1997,,6204/10-2,NORWEGIAN SEA,,YES,3258,45664.0,
6204/11-1,6204/11-1,WILDCAT,12.10.1994,,6204/11-1,NORWEGIAN SEA,,NO,2205,44816.0,
6204/11-2,6204/11-2,WILDCAT,06.12.1997,,,NORWEGIAN SEA,,NO,3249,,
6205/3-1,6205/3-1,WILDCAT,24.10.1989,,,NORWEGIAN SEA,,NO,1479,,
6205/3-1 R,6205/3-1,WILDCAT,20.09.1990,,,NORWEGIAN SEA,,YES,1510,,
6302/6-1,6302/6-1,WILDCAT,24.06.2005,,6302/6-1 (Tulipan),NORWEGIAN SEA,,NO,5086,3505670.0,
6305/1-1,6305/1-1,WILDCAT,18.08.1998,,,NORWEGIAN SEA,,NO,3555,,
6305/5-1,6305/5-1,WILDCAT,27.07.1997,ORMEN LANGE,6305/5-1 ORMEN LANGE,NORWEGIAN SEA,,NO,3144,44822.0,2762452.0
6305/9-1,6305/9-1,WILDCAT,09.07.2001,,,NORWEGIAN SEA,,NO,4297,,
6305/9-2,6305/9-2,WILDCAT,26.12.2010,,,NORWEGIAN SEA,,NO,6502,,
6305/12-1,6305/12-1,WILDCAT,29.07.1991,,,NORWEGIAN SEA,,NO,1808,,
6305/12-2,6305/12-2,WILDCAT,16.10.1993,,,NORWEGIAN SEA,,NO,2207,,
6306/5-1,6306/5-1,WILDCAT,08.06.1997,,6306/5-1,NORWEGIAN SEA,,NO,3060,44828.0,
6306/5-2,6306/5-2,WILDCAT,22.08.2015,,,NORWEGIAN SEA,,NO,7726,,
6306/6-1,6306/6-1,WILDCAT,22.06.1994,,,NORWEGIAN SEA,,NO,2384,,
6306/6-2,6306/6-2,WILDCAT,21.08.2009,,,NORWEGIAN SEA,,NO,6143,,
6306/10-1,6306/10-1,WILDCAT,07.09.1990,,,NORWEGIAN SEA,,NO,1551,,
6403/6-1,6403/6-1,WILDCAT,10.04.2006,,,NORWEGIAN SEA,,NO,5296,,
6403/10-1,6403/10-1,WILDCAT,24.10.2002,,,NORWEGIAN SEA,,NO,4602,,
6404/11-1,6404/11-1,WILDCAT,01.12.2001,,,NORWEGIAN SEA,,NO,4465,,
6405/7-1,6405/7-1,WILDCAT,20.06.2003,,6405/7-1 (Ellida),NORWEGIAN SEA,,NO,4749,2472532.0,
6405/10-1,6405/10-1,WILDCAT,05.07.2007,,6405/10-1 (Midnattsol),NORWEGIAN SEA,,NO,5565,4527324.0,
6405/12-1,6405/12-1,WILDCAT,30.10.2014,,,NORWEGIAN SEA,,NO,7551,,
6406/1-1,6406/1-1,WILDCAT,05.04.2001,,6406/1-1 (Erlend Nord).,NORWEGIAN SEA,,NO,4262,1630215.0,
6406/1-2,6406/1-2,WILDCAT,26.06.2003,,6406/1-2 (Sklinna Sør),NORWEGIAN SEA,,NO,4762,2455593.0,
6406/2-1,6406/2-1,WILDCAT,30.10.1994,,6406/2-1 LAVRANS,NORWEGIAN SEA,,NO,2444,44834.0,
6406/2-1 R,6406/2-1,WILDCAT,21.08.1995,,6406/2-1 LAVRANS,NORWEGIAN SEA,,YES,2642,44834.0,
6406/2-3,6406/2-3,WILDCAT,24.08.1996,KRISTIN,6406/2-3 KRISTIN,NORWEGIAN SEA,,NO,2849,44840.0,1854729.0
6406/2-6,6406/2-6,WILDCAT,25.08.1998,,6406/2-6 RAGNFRID,NORWEGIAN SEA,,NO,3407,105682.0,
6406/2-6 R,6406/2-6,WILDCAT,17.05.2000,,6406/2-6 RAGNFRID,NORWEGIAN SEA,,YES,4108,105682.0,
6406/2-7,6406/2-7,WILDCAT,22.09.1999,,6406/2-7 (Erlend),NORWEGIAN SEA,,NO,3878,916112.0,
6406/2-8,6406/2-8,WILDCAT,17.01.2015,,6406/2-8 (Imsa Sør),NORWEGIAN SEA,,NO,7618,26337302.0,
6406/3-1,6406/3-1,WILDCAT,27.04.1984,,,NORWEGIAN SEA,,NO,108,,
6406/3-2,6406/3-2,WILDCAT,28.06.1986,,6406/3-2 (Trestakk),NORWEGIAN SEA,,NO,863,44846.0,
6406/3-5,6406/3-5,WILDCAT,03.04.1988,,,NORWEGIAN SEA,,NO,1227,,
6406/3-7,6406/3-7,WILDCAT,22.07.2006,,,NORWEGIAN SEA,,NO,5375,,
6406/3-8,6406/3-8,WILDCAT,16.05.2010,MARIA,6406/3-8 MARIA,NORWEGIAN SEA,,NO,6350,18212080.0,26465170.0
6406/3-9,6406/3-9,WILDCAT,09.11.2011,,6406/3-9,NORWEGIAN SEA,,NO,6594,21636940.0,
6406/5-1,6406/5-1,WILDCAT,23.12.2001,,6406/5-1,NORWEGIAN SEA,,NO,4451,2074021.0,
6406/6-1,6406/6-1,WILDCAT,15.08.1985,,,NORWEGIAN SEA,,NO,486,,
6406/6-2,6406/6-2,WILDCAT,23.09.2006,,,NORWEGIAN SEA,,NO,5359,,
6406/6-3,6406/6-3,WILDCAT,14.04.2013,,6406/6-3 (Mjøsa),NORWEGIAN SEA,,NO,7156,23411075.0,
6406/6-4,6406/6-4,WILDCAT,06.01.2015,,,NORWEGIAN SEA,,NO,7619,,
6406/6-4 S,6406/6-4,WILDCAT,11.08.2015,,6406/6-4 S,NORWEGIAN SEA,,NO,7658,27052647.0,
6406/8-1,6406/8-1,WILDCAT,15.09.1987,,,NORWEGIAN SEA,,NO,1136,,
6406/8-2,6406/8-2,WILDCAT,28.10.2006,,,NORWEGIAN SEA,,NO,5435,,
6406/9-1,6406/9-1,WILDCAT,15.06.2004,,6406/9-1 LINNORM,NORWEGIAN SEA,,NO,4927,3435686.0,
6406/9-3,6406/9-3,WILDCAT,18.04.2013,,6406/9-3 (Onyx Sør),NORWEGIAN SEA,,NO,7141,23761877.0,
6406/11-1 S,6406/11-1,WILDCAT,19.10.1990,,6406/11-1 S,NORWEGIAN SEA,,NO,1539,45707.0,
6406/12-1 S,6406/12-1,WILDCAT,15.12.1990,,,NORWEGIAN SEA,,NO,1711,,
6406/12-2,6406/12-2,WILDCAT,01.09.1995,,,NORWEGIAN SEA,,NO,2640,,
6406/12-3 A,6406/12-3,WILDCAT,26.04.2014,,6406/12-3 A (Bue),NORWEGIAN SEA,,NO,7432,24689696.0,
6406/12-3 S,6406/12-3,WILDCAT,21.01.2014,,6406/12-3 S (Pil),NORWEGIAN SEA,,NO,7322,24617697.0,
6406/12-4 A,6406/12-4,WILDCAT,17.08.2015,,,NORWEGIAN SEA,,NO,7774,,
6406/12-4 S,6406/12-4,WILDCAT,23.06.2015,,6406/12-4 S (Boomerang),NORWEGIAN SEA,,NO,7721,27051665.0,
6406/12-5 S,6406/12-5,WILDCAT,22.09.2015,,,NORWEGIAN SEA,,NO,7787,,
6407/1-1,6407/1-1,WILDCAT,19.10.1982,,,NORWEGIAN SEA,,NO,66,,
6407/1-2,6407/1-2,WILDCAT,13.11.1982,TYRIHANS,6407/1-2 TYRIHANS SØR,NORWEGIAN SEA,,NO,61,44852.0,3960848.0
6407/1-3,6407/1-3,WILDCAT,17.09.1983,TYRIHANS,6407/1-3 TYRIHANS NORD,NORWEGIAN SEA,,NO,29,44858.0,3960848.0
6407/1-6 S,6407/1-6,WILDCAT,07.12.2012,,6407/1-6 S,NORWEGIAN SEA,,NO,7086,23137754.0,
6407/1-7,6407/1-7,WILDCAT,01.02.2014,,6407/1-7,NORWEGIAN SEA,,NO,7412,24670839.0,
6407/2-1,6407/2-1,WILDCAT,03.06.1982,,,NORWEGIAN SEA,,NO,76,,
6407/2-4,6407/2-4,WILDCAT,23.07.2009,,,NORWEGIAN SEA,,NO,6106,,
6407/2-5 S,6407/2-5,WILDCAT,26.07.2009,,6407/2-5 S (Nona),NORWEGIAN SEA,,NO,6151,17115700.0,
6407/2-6 S,6407/2-6,WILDCAT,03.04.2010,,6407/2-6 S (Flyndretind),NORWEGIAN SEA,,NO,6351,18104628.0,
6407/3-1 S,6407/3-1,WILDCAT,14.04.2011,,,NORWEGIAN SEA,,NO,6582,,
6407/4-1,6407/4-1,WILDCAT,20.07.1985,,6407/4-1 (Spinell Sør),NORWEGIAN SEA,,NO,490,44864.0,
6407/5-1,6407/5-1,WILDCAT,11.12.1987,,,NORWEGIAN SEA,,NO,1174,,
6407/5-2 S,6407/5-2,WILDCAT,28.07.2011,,6407/5-2 S (Cortina),NORWEGIAN SEA,,NO,6648,21076978.0,
6407/6-1,6407/6-1,WILDCAT,16.09.1984,,,NORWEGIAN SEA,,NO,444,,
6407/6-2,6407/6-2,WILDCAT,04.10.1985,,,NORWEGIAN SEA,,NO,522,,
6407/6-2 R,6407/6-2,WILDCAT,08.05.1986,,,NORWEGIAN SEA,,YES,912,,
6407/6-2 R2,6407/6-2,WILDCAT,13.06.1986,,,NORWEGIAN SEA,,YES,928,,
6407/6-3,6407/6-3,WILDCAT,13.12.1986,MIKKEL,6407/6-3 MIKKEL,NORWEGIAN SEA,,NO,1024,44870.0,1630514.0
6407/6-6,6407/6-6,WILDCAT,02.01.2008,,6407/6-6 MIKKEL SØR,NORWEGIAN SEA,,NO,5636,4972665.0,
6407/6-7 S,6407/6-7,WILDCAT,12.04.2009,,6407/6-7 S MIKKEL SØR,NORWEGIAN SEA,,NO,6100,5506872.0,
6407/7-1 S,6407/7-1,WILDCAT,19.10.1985,NJORD,6407/7-1 S NJORD,NORWEGIAN SEA,,NO,474,44876.0,43751.0
6407/7-6,6407/7-6,WILDCAT,18.10.2000,NJORD,6407/7-6,NORWEGIAN SEA,,NO,4172,1341958.0,43751.0
6407/7-7 S,6407/7-7,WILDCAT,03.08.2007,NJORD,6407/7-7 S,NORWEGIAN SEA,,NO,5550,4527314.0,43751.0
6407/7-8,6407/7-8,WILDCAT,18.06.2008,,6407/7-8 (Noatun),NORWEGIAN SEA,,NO,5844,5071896.0,
6407/7-9 A,6407/7-9,WILDCAT,20.09.2016,,,NORWEGIAN SEA,,NO,8050,,
6407/7-9 S,6407/7-9,WILDCAT,15.08.2016,,,NORWEGIAN SEA,,NO,8029,,
6407/8-1,6407/8-1,WILDCAT,27.03.1992,,,NORWEGIAN SEA,,NO,1859,,
6407/8-2,6407/8-2,WILDCAT,19.10.1994,,6407/8-2 (Tau),NORWEGIAN SEA,,NO,2434,44882.0,
6407/8-3,6407/8-3,WILDCAT,13.05.1997,,,NORWEGIAN SEA,,NO,3092,,
6407/8-4 A,6407/8-4,WILDCAT,22.05.2008,,6407/8-4 A,NORWEGIAN SEA,,NO,5814,5010050.0,
6407/8-4 S,6407/8-4,WILDCAT,20.04.2008,,6407/8-4 S,NORWEGIAN SEA,,NO,5813,5010066.0,
6407/8-5 A,6407/8-5,WILDCAT,30.05.2009,HYME,6407/8-5 S HYME,NORWEGIAN SEA,,NO,6153,5506881.0,20474183.0
6407/8-5 S,6407/8-5,WILDCAT,02.05.2009,HYME,6407/8-5 S HYME,NORWEGIAN SEA,,NO,6110,5506881.0,20474183.0
6407/8-6,6407/8-6,WILDCAT,20.09.2013,,6407/8-6 (Snilehorn),NORWEGIAN SEA,,NO,7265,23867160.0,
6407/8-7,6407/8-7,WILDCAT,27.04.2015,,,NORWEGIAN SEA,,NO,7684,,
6407/8-7 A,6407/8-7,WILDCAT,17.05.2015,,,NORWEGIAN SEA,,NO,7707,,
6407/9-1,6407/9-1,WILDCAT,26.06.1984,DRAUGEN,6407/9-1 DRAUGEN,NORWEGIAN SEA,,NO,133,44888.0,43758.0
6407/9-7,6407/9-7,WILDCAT,26.04.1988,,,NORWEGIAN SEA,,NO,1057,,
6407/9-8,6407/9-8,WILDCAT,14.08.1992,,,NORWEGIAN SEA,6407/9-A-58 H  ,NO,1974,,
6407/9-9,6407/9-9,WILDCAT,22.06.1999,,6407/9-9 (Hasselmus),NORWEGIAN SEA,,NO,1990,110258.0,
6407/10-1,6407/10-1,WILDCAT,07.05.1987,,,NORWEGIAN SEA,,NO,1054,,
6407/10-2,6407/10-2,WILDCAT,03.05.1990,,,NORWEGIAN SEA,,NO,1497,,
6407/10-3,6407/10-3,WILDCAT,29.05.1992,,,NORWEGIAN SEA,,NO,1927,,
6407/10-4,6407/10-4,WILDCAT,12.11.2015,,,NORWEGIAN SEA,,NO,7699,,
6407/10-5,6407/10-5,WILDCAT,25.08.2015,,,NORWEGIAN SEA,,NO,7763,,
6407/12-2,6407/12-2,WILDCAT,23.11.2009,,,NORWEGIAN SEA,,NO,6191,,
6407/12-3,6407/12-3,WILDCAT,14.05.2010,,,NORWEGIAN SEA,,NO,6370,,
6408/4-1,6408/4-1,WILDCAT,18.09.1988,,,NORWEGIAN SEA,,NO,1246,,
6504/5-1 S,6504/5-1,WILDCAT,31.03.2007,,,NORWEGIAN SEA,,NO,5518,,
6505/10-1,6505/10-1,WILDCAT,28.03.1998,,,NORWEGIAN SEA,,NO,3259,,
6506/3-1,6506/3-1,WILDCAT,22.07.2001,,,NORWEGIAN SEA,,NO,4344,,
6506/6-1,6506/6-1,WILDCAT,10.07.2000,,6506/6-1 (Victoria),NORWEGIAN SEA,,NO,4122,1340823.0,
6506/6-2,6506/6-2,WILDCAT,11.12.2012,,,NORWEGIAN SEA,,NO,6960,,
6506/9-2 S,6506/9-2,WILDCAT,11.02.2010,,6506/9-2 S (Fogelberg),NORWEGIAN SEA,,NO,6332,18086230.0,
6506/9-3,6506/9-3,WILDCAT,16.06.2013,ÅSGARD,6506/9-3 (Smørbukk Nord),NORWEGIAN SEA,,NO,7207,23465876.0,43765.0
6506/11-1,6506/11-1,WILDCAT,30.12.1987,,,NORWEGIAN SEA,,NO,1216,,
6506/11-2,6506/11-2,WILDCAT,08.05.1991,,6506/11-2 (Lange),NORWEGIAN SEA,,NO,1754,44894.0,
6506/11-3,6506/11-3,WILDCAT,08.07.1992,,,NORWEGIAN SEA,,NO,1973,,
6506/11-7,6506/11-7,WILDCAT,25.01.2001,MORVIN,6506/11-7 MORVIN,NORWEGIAN SEA,,NO,3322,1630175.0,4966234.0
6506/11-9 S,6506/11-9,WILDCAT,09.05.2012,,,NORWEGIAN SEA,,NO,6852,,
6506/12-1,6506/12-1,WILDCAT,16.08.1984,ÅSGARD,6506/12-1 SMØRBUKK,NORWEGIAN SEA,,NO,1004,44900.0,43765.0
6506/12-2,6506/12-2,WILDCAT,12.02.1985,,,NORWEGIAN SEA,,NO,462,,
6506/12-3,6506/12-3,WILDCAT,02.03.1985,ÅSGARD,6506/12-3 SMØRBUKK SØR,NORWEGIAN SEA,,NO,468,45846.0,43765.0
6506/12-4,6506/12-4,WILDCAT,24.03.1985,,,NORWEGIAN SEA,,NO,475,,
6506/12-12 S,6506/12-12,WILDCAT,01.06.2009,ÅSGARD,6506/12-12 S,NORWEGIAN SEA,,NO,6144,18104901.0,43765.0
6507/1-1,6507/1-1,WILDCAT,25.09.2004,,,NORWEGIAN SEA,,NO,4955,,
6507/2-1,6507/2-1,WILDCAT,24.06.1986,,,NORWEGIAN SEA,,NO,911,,
6507/2-2,6507/2-2,WILDCAT,21.10.1991,MARULK,6507/2-2 MARULK,NORWEGIAN SEA,,NO,1840,44918.0,18212090.0
6507/2-3,6507/2-3,WILDCAT,14.03.1994,,,NORWEGIAN SEA,,NO,2299,,
6507/3-1,6507/3-1,WILDCAT,12.05.1990,ALVE,6507/3-1 ALVE,NORWEGIAN SEA,,NO,1533,44924.0,4444332.0
6507/3-2,6507/3-2,WILDCAT,06.04.1997,,,NORWEGIAN SEA,,NO,2954,,
6507/3-3,6507/3-3,WILDCAT,23.12.1998,SKARV,6507/3-3 IDUN,NORWEGIAN SEA,,NO,3668,105867.0,4704482.0
6507/3-5 S,6507/3-5,WILDCAT,28.02.2008,ALVE,6507/3-5 S,NORWEGIAN SEA,,NO,5307,4972713.0,4444332.0
6507/3-6,6507/3-6,WILDCAT,29.05.2009,,,NORWEGIAN SEA,,NO,6073,,
6507/3-7,6507/3-7,WILDCAT,02.06.2009,,6507/3-7 (Idun Nord),NORWEGIAN SEA,,NO,6123,5818184.0,
6507/3-8,6507/3-8,WILDCAT,09.11.2009,,6507/3-8 (Gjøk),NORWEGIAN SEA,,NO,6258,17341840.0,
6507/3-9 S,6507/3-9,WILDCAT,01.06.2012,SKARV,6507/3-9 S,NORWEGIAN SEA,,NO,6951,21695900.0,4704482.0
6507/3-10,6507/3-10,WILDCAT,25.06.2013,,6507/3-10 (Klara),NORWEGIAN SEA,,NO,7212,23465884.0,
6507/3-11 S,6507/3-11,WILDCAT,19.07.2015,,,NORWEGIAN SEA,,NO,7730,,
6507/5-1,6507/5-1,WILDCAT,24.12.1997,SKARV,6507/5-1 SKARV,NORWEGIAN SEA,,NO,3683,45801.0,4704482.0
6507/5-3,6507/5-3,WILDCAT,15.05.2000,SKARV,6507/5-3 SNADD,NORWEGIAN SEA,,NO,4059,1036252.0,4704482.0
6507/5-6 S,6507/5-6,WILDCAT,12.01.2010,SKARV,6507/5-6 S,NORWEGIAN SEA,,NO,6321,18161414.0,4704482.0
6507/5-7,6507/5-7,WILDCAT,07.06.2014,,,NORWEGIAN SEA,,NO,7428,,
6507/6-1,6507/6-1,WILDCAT,15.06.1986,,,NORWEGIAN SEA,,NO,910,,
6507/6-2,6507/6-2,WILDCAT,27.04.1991,,,NORWEGIAN SEA,,NO,1520,,
6507/6-3,6507/6-3,WILDCAT,31.10.2008,,,NORWEGIAN SEA,,NO,5922,,
6507/6-4 A,6507/6-4,WILDCAT,16.11.2011,,,NORWEGIAN SEA,,NO,6753,,
6507/6-4 S,6507/6-4,WILDCAT,26.10.2011,,,NORWEGIAN SEA,,NO,6725,,
6507/7-1,6507/7-1,WILDCAT,10.08.1984,,,NORWEGIAN SEA,,NO,138,,
6507/7-2,6507/7-2,WILDCAT,25.02.1985,HEIDRUN,6507/7-2 HEIDRUN,NORWEGIAN SEA,,NO,464,44930.0,43771.0
6507/7-10,6507/7-10,WILDCAT,28.09.1993,,,NORWEGIAN SEA,,NO,2182,,
6507/7-11 S,6507/7-11,WILDCAT,25.06.1997,,,NORWEGIAN SEA,,NO,3131,,
6507/7-12,6507/7-12,WILDCAT,17.07.1999,,,NORWEGIAN SEA,,NO,3812,,
6507/7-13,6507/7-13,WILDCAT,12.12.2000,,6507/7-13,NORWEGIAN SEA,,NO,4213,1628221.0,
6507/7-14 S,6507/7-14,WILDCAT,14.06.2010,,6507/7-14 S DVALIN,NORWEGIAN SEA,,NO,6367,18229140.0,
6507/7-15 S,6507/7-15,WILDCAT,09.01.2012,,6507/7-15 S DVALIN,NORWEGIAN SEA,,NO,6730,21667407.0,
6507/8-2,6507/8-2,WILDCAT,15.08.1987,,,NORWEGIAN SEA,,NO,1076,,
6507/8-3,6507/8-3,WILDCAT,03.09.1988,,,NORWEGIAN SEA,,NO,1309,,
6507/8-4,6507/8-4,WILDCAT,14.06.1990,HEIDRUN,6507/8-4 HEIDRUN NORD,NORWEGIAN SEA,,NO,1340,44936.0,43771.0
6507/8-5,6507/8-5,WILDCAT,02.03.1991,,,NORWEGIAN SEA,,NO,1749,,
6507/8-6,6507/8-6,WILDCAT,29.08.1993,,,NORWEGIAN SEA,,NO,2183,,
6507/8-7,6507/8-7,WILDCAT,05.01.2004,,,NORWEGIAN SEA,,NO,4854,,
6507/8-8,6507/8-8,WILDCAT,26.02.2011,,,NORWEGIAN SEA,,NO,6538,,
6507/10-1,6507/10-1,WILDCAT,10.07.1982,,,NORWEGIAN SEA,,NO,81,,
6507/10-2 S,6507/10-2,WILDCAT,10.11.2013,,6507/10-2 S (Novus),NORWEGIAN SEA,,NO,7300,24218006.0,
6507/11-1,6507/11-1,WILDCAT,13.09.1981,ÅSGARD,6507/11-1 MIDGARD,NORWEGIAN SEA,,NO,68,44912.0,43765.0
6507/11-2,6507/11-2,WILDCAT,18.04.1982,,,NORWEGIAN SEA,,NO,51,,
6507/11-4,6507/11-4,WILDCAT,16.05.1987,,,NORWEGIAN SEA,,NO,1055,,
6507/11-6,6507/11-6,WILDCAT,13.06.2001,,6507/11-6 SIGRID,NORWEGIAN SEA,,NO,4321,1630057.0,
6507/11-7,6507/11-7,WILDCAT,13.12.2006,,,NORWEGIAN SEA,,NO,5430,,
6507/11-8,6507/11-8,WILDCAT,31.05.2007,YTTERGRYTA,6507/11-8,NORWEGIAN SEA,6507/11-V-1 H  ,NO,5562,4475288.0,4973114.0
6507/11-9,6507/11-9,WILDCAT,12.03.2008,,6507/11-9 (Natalia),NORWEGIAN SEA,,NO,5766,4972689.0,
6507/11-10,6507/11-10,WILDCAT,16.01.2010,,,NORWEGIAN SEA,,NO,6122,,
6507/11-11,6507/11-11,WILDCAT,27.05.2015,,,NORWEGIAN SEA,,NO,7697,,
6507/12-1,6507/12-1,WILDCAT,01.07.1980,,,NORWEGIAN SEA,,NO,202,,
6507/12-2,6507/12-2,WILDCAT,09.06.1981,,,NORWEGIAN SEA,,NO,437,,
6507/12-3,6507/12-3,WILDCAT,16.08.1985,,,NORWEGIAN SEA,,NO,485,,
6508/1-1 A,6508/1-1,WILDCAT,29.08.1999,,,NORWEGIAN SEA,,NO,3849,,
6508/1-1 S,6508/1-1,WILDCAT,25.07.1999,,,NORWEGIAN SEA,,NO,3284,,
6508/1-2,6508/1-2,WILDCAT,20.08.2011,,6508/1-2,NORWEGIAN SEA,,NO,6551,21077280.0,
6508/5-1,6508/5-1,WILDCAT,22.04.1987,,,NORWEGIAN SEA,,NO,1044,,
6510/2-1,6510/2-1,WILDCAT,16.08.1997,,,NORWEGIAN SEA,,NO,3166,,
6510/2-1 R,6510/2-1,WILDCAT,05.11.1997,,,NORWEGIAN SEA,,YES,3263,,
6603/5-1 S,6603/5-1,WILDCAT,06.09.2010,,,NORWEGIAN SEA,,NO,6348,,
6603/12-1,6603/12-1,WILDCAT,26.03.2009,,6603/12-1 (Gro),NORWEGIAN SEA,,NO,5985,5798448.0,
6604/2-1,6604/2-1,WILDCAT,21.03.2011,,,NORWEGIAN SEA,,NO,6568,,
6604/10-1,6604/10-1,WILDCAT,26.05.2010,,6604/10-1,NORWEGIAN SEA,,NO,6356,20472522.0,
6605/1-1,6605/1-1,WILDCAT,07.12.2008,,,NORWEGIAN SEA,,NO,5979,,
6605/8-1,6605/8-1,WILDCAT,14.06.2005,,6605/8-1,NORWEGIAN SEA,,NO,4984,3490643.0,
6605/8-2,6605/8-2,WILDCAT,11.05.2008,,,NORWEGIAN SEA,,NO,5812,,
6607/2-1,6607/2-1,WILDCAT,09.02.2007,,,NORWEGIAN SEA,,NO,5471,,
6607/5-1,6607/5-1,WILDCAT,09.06.1987,,,NORWEGIAN SEA,,NO,1064,,
6607/5-2,6607/5-2,WILDCAT,07.08.1991,,,NORWEGIAN SEA,,NO,1789,,
6607/12-1,6607/12-1,WILDCAT,19.07.1986,,,NORWEGIAN SEA,,NO,925,,
6607/12-2 S,6607/12-2,WILDCAT,22.07.2011,,6607/12-2 S (Alve Nord),NORWEGIAN SEA,,NO,6642,21104629.0,
6607/12-3,6607/12-3,WILDCAT,22.10.2012,,6607/12-3,NORWEGIAN SEA,,NO,7039,22528465.0,
6608/2-1 S,6608/2-1,WILDCAT,06.06.2013,,,NORWEGIAN SEA,,NO,7192,,
6608/8-1,6608/8-1,WILDCAT,01.02.1997,,,NORWEGIAN SEA,,NO,2974,,
6608/8-2,6608/8-2,WILDCAT,14.10.2007,,,NORWEGIAN SEA,,NO,2989,,
6608/10-1,6608/10-1,WILDCAT,15.04.1989,,,NORWEGIAN SEA,,NO,1391,,
6608/10-2,6608/10-2,WILDCAT,28.10.1991,NORNE,6608/10-2 NORNE,NORWEGIAN SEA,,NO,1782,44942.0,43778.0
6608/10-4,6608/10-4,WILDCAT,15.12.1993,NORNE,6608/10-4,NORWEGIAN SEA,,NO,2256,44948.0,43778.0
6608/10-5,6608/10-5,WILDCAT,05.07.1995,,,NORWEGIAN SEA,,NO,2578,,
6608/10-6,6608/10-6,WILDCAT,29.02.2000,URD,6608/10-6 SVALE,NORWEGIAN SEA,,NO,3260,1030536.0,2834734.0
6608/10-6 R,6608/10-6,WILDCAT,27.11.2000,URD,6608/10-6 SVALE,NORWEGIAN SEA,,YES,4217,1030536.0,2834734.0
6608/10-6 R2,6608/10-6,WILDCAT,13.08.2001,URD,6608/10-6 SVALE,NORWEGIAN SEA,,YES,4386,1030536.0,2834734.0
6608/10-8,6608/10-8,WILDCAT,29.12.2001,URD,6608/10-8 STÆR,NORWEGIAN SEA,,NO,4439,2074060.0,2834734.0
6608/10-9,6608/10-9,WILDCAT,23.01.2003,URD,6608/10-9 LERKE,NORWEGIAN SEA,,NO,4668,2391586.0,2834734.0
6608/10-10,6608/10-10,WILDCAT,17.07.2003,,,NORWEGIAN SEA,,NO,4699,,
6608/10-11 S,6608/10-11,WILDCAT,12.07.2006,URD,6608/10-11 S (Trost),NORWEGIAN SEA,,NO,5386,4055854.0,2834734.0
6608/10-12,6608/10-12,WILDCAT,19.10.2008,SKULD,6608/10-12 SKULD,NORWEGIAN SEA,,NO,5949,5818165.0,21350124.0
6608/10-13,6608/10-13,WILDCAT,17.10.2009,,,NORWEGIAN SEA,,NO,6235,,
6608/10-14 S,6608/10-14,WILDCAT,22.02.2010,SKULD,6608/10-14 S SKULD,NORWEGIAN SEA,,NO,6306,18086080.0,21350124.0
6608/10-15,6608/10-15,WILDCAT,20.08.2013,URD,6608/10-6 SVALE,NORWEGIAN SEA,,NO,7245,1030536.0,2834734.0
